iter	RMSE
359	26.3755794
360	26.3705284
361	26.34809903
362	26.34529142
363	26.29939177
364	26.26643106
365	26.22886712
366	26.20018433
367	26.17064992
368	26.15316544
369	26.122972
370	26.11666049
371	26.07330844
372	26.01363174
373	25.9542941
374	25.91025047
375	25.87528211
376	25.85411761
377	25.81318276
378	25.79314681
379	25.79087426
380	25.75100717
381	25.71576012
382	25.70740326
383	25.65755514
384	25.61711369
385	25.60268275
386	25.60013096
387	25.56032319
388	25.51515959
389	25.48116395
390	25.4408458
391	25.39774248
392	25.38015487
393	25.37742615
394	25.34179523
395	25.33241012
396	25.2896872
397	25.26855908
398	25.24937172
399	25.2225734
400	25.18979999
401	25.16178816
402	25.14407776
403	25.13286891
404	25.0925187
405	25.08985181
406	25.08817251
407	25.04716374
408	25.02004804
409	24.98483821
410	24.98259271
411	24.95111846
412	24.92990366
413	24.91385363
414	24.90981769
415	24.87943922
416	24.84975678
417	24.82946223
418	24.78597343
419	24.72634221
420	24.72429378
421	24.70054488
422	24.69901062
423	24.65931197
424	24.60637283
425	24.55634825
426	24.55350354
427	24.5247583
428	24.49471445
429	24.46188478
430	24.40720649
431	24.37050921
432	24.36909551
433	24.32512166
434	24.29409371
435	24.27059815
436	24.25454559
437	24.21334141
438	24.20387214
439	24.17669508
440	24.13034159
441	24.109568
442	24.10820777
443	24.106879
444	24.07731146
445	24.07163583
446	24.04694887
447	24.02434042
448	24.00819338
449	24.00091797
450	23.97652649
451	23.94786949
452	23.92897964
453	23.91472023
454	23.90474774
455	23.8637041
456	23.82164036
457	23.81898687
458	23.79036526
459	23.77379079
460	23.75678149
461	23.73198402
462	23.70041459
463	23.69738896
464	23.68072355
465	23.6760578
466	23.67068715
467	23.65432097
468	23.62246929
469	23.59449603
470	23.56120347
471	23.5565816
472	23.52622317
473	23.502644
474	23.4895288
475	23.48843469
476	23.44190095
477	23.41605938
478	23.37000177
479	23.33368171
480	23.3189179
481	23.29102794
482	23.26116115
483	23.23673645
484	23.23320697
485	23.23176265
486	23.22208429
487	23.19686673
488	23.18577899
489	23.16063921
490	23.13702216
491	23.11475773
492	23.07567966
493	23.03734429
494	23.00571301
495	22.98350927
496	22.96723544
497	22.92209643
498	22.8955889
499	22.8887038
500	22.86874165
501	22.83415144
502	22.83154254
503	22.80871482
504	22.767854
505	22.73822466
506	22.69504136
507	22.66022832
508	22.62333209
509	22.6197079
510	22.6183754
511	22.58218122
512	22.56195875
513	22.53727437
514	22.51391661
515	22.49262378
516	22.45081661
517	22.44631996
518	22.41501771
519	22.40013085
520	22.35464512
521	22.31754981
522	22.2881157
523	22.28578851
524	22.2703718
525	22.2402392
526	22.21230405
527	22.1891141
528	22.18813081
529	22.18717036
530	22.18592369
531	22.14531915
532	22.12056307
533	22.07552033
534	22.04602554
535	22.04373277
536	22.02378555
537	21.99285329
538	21.96000194
539	21.95585673
540	21.92489086
541	21.90378974
542	21.90157207
543	21.86903481
544	21.86013148
545	21.83297065
546	21.78638921
547	21.77082963
548	21.76705478
549	21.71386302
550	21.69096701
551	21.66058033
552	21.6567071
553	21.65253172
554	21.63368994
555	21.59663691
556	21.56619004
557	21.56254174
558	21.55458288
559	21.55112449
560	21.54998244
561	21.51467162
562	21.49483792
563	21.46284739
564	21.41681368
565	21.39437876
566	21.35751093
567	21.32486414
568	21.29419176
569	21.25651603
570	21.25489776
571	21.22124064
572	21.20032988
573	21.1589627
574	21.15511093
575	21.1322905
576	21.09213538
577	21.0814443
578	21.07447886
579	21.04627752
580	21.03264311
581	21.0008255
582	20.99303576
583	20.96691565
584	20.9627432
585	20.94736018
586	20.92050878
587	20.90335287
588	20.88896906
589	20.85194545
590	20.82302433
591	20.79336934
592	20.76151741
593	20.74598055
594	20.72352103
595	20.6895553
596	20.68546262
597	20.65688198
598	20.64150741
599	20.63971464
600	20.61592199
601	20.60742387
602	20.58201517
603	20.57418905
604	20.55920936
605	20.53016471
606	20.51139037
607	20.46459645
608	20.43889185
609	20.41806694
610	20.39845882
611	20.35433278
612	20.33289152
613	20.30617552
614	20.3039021
615	20.29514882
616	20.27066859
617	20.26806688
618	20.24776904
619	20.21311626
620	20.18659882
621	20.18129036
622	20.1690413
623	20.13141526
624	20.10733438
625	20.06812615
626	20.0505985
627	20.04220151
628	20.00289536
629	19.98511653
630	19.98424088
631	19.9740377
632	19.93830385
633	19.91699895
634	19.88648795
635	19.8578659
636	19.822937
637	19.80352662
638	19.76824838
639	19.7513932
640	19.71264552
641	19.70234217
642	19.69033799
643	19.6719307
644	19.61188847
645	19.5946784
646	19.57163546
647	19.54338265
648	19.54006214
649	19.5227737
650	19.490984
651	19.49015292
652	19.45965405
653	19.43737942
654	19.43325847
655	19.41956803
656	19.41549369
657	19.40111225
658	19.37362788
659	19.34956388
660	19.32568357
661	19.29042568
662	19.2639437
663	19.26034567
664	19.24665854
665	19.21543303
666	19.20311134
667	19.17098192
668	19.15328573
669	19.1254628
670	19.09045891
671	19.06990829
672	19.0533521
673	19.04594033
674	19.03083706
675	19.02725247
676	19.02377068
677	19.00529237
678	18.96854854
679	18.9599528
680	18.93641977
681	18.93297785
682	18.91405965
683	18.89045321
684	18.84723025
685	18.82587941
686	18.82029714
687	18.80156358
688	18.76912253
689	18.74745306
690	18.71114445
691	18.6921761
692	18.66704522
693	18.63879054
694	18.61750428
695	18.59486987
696	18.57392414
697	18.54838858
698	18.54498103
699	18.51137499
700	18.48483619
701	18.48195624
702	18.47786555
703	18.47700259
704	18.45265523
705	18.4487643
706	18.43257867
707	18.41347928
708	18.41019142
709	18.38624262
710	18.37132581
711	18.33979005
712	18.32732708
713	18.32446671
714	18.30694565
715	18.28194964
716	18.26798684
717	18.23743307
718	18.22098454
719	18.19701162
720	18.1939435
721	18.16449664
722	18.13795039
723	18.12029735
724	18.09543885
725	18.09391737
726	18.07133107
727	18.05108525
728	18.0474459
729	18.02257789
730	18.00069007
731	17.98894607
732	17.97346003
733	17.96969196
734	17.95569052
735	17.94605673
736	17.92662589
737	17.89442205
738	17.88674979
739	17.8594948
740	17.84530985
741	17.81864296
742	17.79073293
743	17.76966828
744	17.74309082
745	17.71484146
746	17.69054878
747	17.67316408
748	17.64886358
749	17.62491095
750	17.61057934
751	17.55685062
752	17.54000208
753	17.52622278
754	17.50674326
755	17.47599901
756	17.44905526
757	17.43008565
758	17.41782791
759	17.39513675
760	17.37179121
761	17.35273737
762	17.33746588
763	17.33056985
764	17.31340966
765	17.2944517
766	17.26801079
767	17.24322657
768	17.22471827
769	17.21498996
770	17.18413387
771	17.17202582
772	17.15345681
773	17.12212683
774	17.12091546
775	17.09880776
776	17.0807736
777	17.07009787
778	17.04549535
779	17.03157384
780	17.01007924
781	17.00867626
782	16.9944983
783	16.97238643
784	16.97161931
785	16.94733049
786	16.92589696
787	16.91055929
788	16.87855305
789	16.87551752
790	16.86304312
791	16.84604391
792	16.82522521
793	16.80256914
794	16.78161878
795	16.77894562
796	16.74862682
797	16.73737075
798	16.72346373
799	16.72067378
800	16.7013736
801	16.69862723
802	16.67481811
803	16.65191249
804	16.63237116
805	16.62492269
806	16.61136071
807	16.58438467
808	16.5670483
809	16.56564476
810	16.55294462
811	16.55044463
812	16.52953304
813	16.52654609
814	16.52403264
815	16.49980553
816	16.48060402
817	16.46956016
818	16.44286327
819	16.43998243
820	16.42623497
821	16.39907349
822	16.37932564
823	16.36895367
824	16.36667254
825	16.34727011
826	16.31988315
827	16.29691521
828	16.27493668
829	16.2499731
830	16.23531705
831	16.22010471
832	16.19263346
833	16.18056825
834	16.15372038
835	16.15144618
836	16.1126198
837	16.08770958
838	16.07258612
839	16.04495431
840	16.02756416
841	16.02059206
842	16.01768769
843	16.01636095
844	15.9980605
845	15.98599365
846	15.9712123
847	15.94958238
848	15.93783323
849	15.91848844
850	15.90653233
851	15.8901168
852	15.87194505
853	15.86280861
854	15.84151098
855	15.83952827
856	15.82846951
857	15.81483798
858	15.8116671
859	15.80904334
860	15.79099649
861	15.78891754
862	15.78525596
863	15.76962765
864	15.7674882
865	15.74268766
866	15.73984778
867	15.73142707
868	15.72128217
869	15.71878532
870	15.69876226
871	15.69492155
872	15.68272711
873	15.66783243
874	15.65381051
875	15.63826869
876	15.62761933
877	15.60853632
878	15.59338083
879	15.58391492
880	15.58185333
881	15.56815201
882	15.55404649
883	15.55053633
884	15.53128061
885	15.52922183
886	15.52289789
887	15.48820975
888	15.47595571
889	15.46643221
890	15.46468883
891	15.4404548
892	15.42946056
893	15.41844874
894	15.38154298
895	15.37962187
896	15.3544505
897	15.3439973
898	15.33337991
899	15.32431081
900	15.30909079
901	15.29905563
902	15.27908334
903	15.26649535
904	15.24835619
905	15.23696109
906	15.23529488
907	15.22375264
908	15.1972207
909	15.19083116
910	15.17559907
911	15.15444901
912	15.14757813
913	15.12928096
914	15.12739217
915	15.11577259
916	15.11461307
917	15.09486695
918	15.06728839
919	15.04078356
920	15.03402615
921	15.01691111
922	15.01506924
923	15.01303697
924	15.01096245
925	15.00886569
926	15.00822542
927	15.00580375
928	14.98423966
929	14.9821073
930	14.98103149
931	14.97897512
932	14.977778
933	14.96189166
934	14.96027383
935	14.94879235
936	14.93832281
937	14.93681164
938	14.92460364
939	14.89948498
940	14.86958748
941	14.86233406
942	14.85572797
943	14.84304554
944	14.81484981
945	14.80137399
946	14.78674978
947	14.77319726
948	14.75070343
949	14.73735997
950	14.72660635
951	14.72458882
952	14.71440166
953	14.70110976
954	14.69872325
955	14.68316108
956	14.66291251
957	14.64733288
958	14.64549633
959	14.63616995
960	14.61488396
961	14.61036699
962	14.6068431
963	14.5913931
964	14.58946079
965	14.5859682
966	14.58024221
967	14.56563272
968	14.55485717
969	14.53888492
970	14.52114868
971	14.50725426
972	14.48612974
973	14.48451456
974	14.46419712
975	14.45234287
976	14.45121339
977	14.43032661
978	14.42186356
979	14.41572346
980	14.40073296
981	14.38009738
982	14.36182431
983	14.35130835
984	14.33699364
985	14.3173176
986	14.30644358
987	14.29144622
988	14.26754829
989	14.24784576
990	14.23209646
991	14.21889032
992	14.20399845
993	14.18550205
994	14.17171288
995	14.17110931
996	14.16150398
997	14.14000719
998	14.1287896
999	14.12300165
